Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
65,"Thursday, Jun 17 (2)",DET,A,PHI,W,5,4,11,31-34,4,6.0,Urbina,Madson,Patterson,3:45,N,39674,0.63,1,,2004
66,"Friday, Jun 18",DET,A,NYM,L-wo,2,3,,31-35,4,6.0,Looper,Patterson,,2:39,N,36141,0.73,-1,,2004
67,"Saturday, Jun 19",DET,A,NYM,L-wo,3,4,10,31-36,4,6.0,Looper,Dingman,,3:26,N,36925,0.67,-2,,2004
68,"Sunday, Jun 20",DET,A,NYM,L,1,6,,31-37,4,7.0,Trachsel,Bonderman,,3:00,D,39446,0.63,-3,,2004
69,"Tuesday, Jun 22",DET,A,KCR,L,1,8,,31-38,4,7.0,Gobble,Maroth,Field,2:41,N,16276,0.59,-4,,2004
70,"Wednesday, Jun 23",DET,A,KCR,L,3,7,,31-39,4,8.0,May,Knotts,,2:38,N,18493,0.52,-5,,2004
71,"Thursday, Jun 24",DET,A,KCR,W,12,3,,32-39,4,8.0,Robertson,George,,2:52,D,18172,0.42,1,,2004
72,"Friday, Jun 25",DET,H,ARI,W,2,1,,33-39,4,8.0,Johnson,Webb,Urbina,1:54,N,32573,0.44,2,,2004
73,"Saturday, Jun 26",DET,H,ARI,W-wo,7,6,,34-39,4,7.0,Urbina,Villafuerte,,2:48,N,33579,0.5,3,,2004
74,"Sunday, Jun 27",DET,H,ARI,W-wo,9,5,,35-39,4,6.0,Walker,Villafuerte,,2:39,D,32751,0.58,4,,2004
75,"Tuesday, Jun 29",DET,H,CLE,W-wo,9,7,11,36-39,4,5.0,Dingman,Jimenez,,3:13,N,30457,0.72,5,,2004
76,"Wednesday, Jun 30",DET,H,CLE,W,12,5,,37-39,3,5.0,Robertson,Davis,,2:52,N,27665,0.85,6,,2004
77,"Thursday, Jul 1",DET,H,CLE,L,6,7,10,37-40,4,6.0,Riske,Urbina,White,3:21,D,25159,0.91,-1,,2004
78,"Friday, Jul 2",DET,A,COL,L-wo,8,9,10,37-41,4,6.0,Chacon,Walker,,3:24,N,47585,0.73,-2,,2004
79,"Saturday, Jul 3",DET,A,COL,L,6,11,,37-42,4,6.0,Jennings,Maroth,,3:00,N,48131,0.64,-3,,2004
80,"Sunday, Jul 4",DET,A,COL,L,8,10,,37-43,4,6.0,Bernero,Knotts,Chacon,2:44,D,26944,0.58,-4,,2004
81,"Monday, Jul 5",DET,A,NYY,L,3,10,,37-44,4,7.0,Lieber,Robertson,,2:57,N,52608,0.57,-5,,2004
82,"Tuesday, Jul 6",DET,A,NYY,W,9,1,,38-44,4,7.0,Johnson,Mussina,,2:49,N,41772,0.49,1,,2004
83,"Wednesday, Jul 7",DET,A,NYY,W,10,8,,39-44,4,7.0,Bonderman,Halsey,Urbina,3:10,D,50338,0.57,2,,2004
84,"Thursday, Jul 8",DET,A,MIN,L,1,7,,39-45,4,8.0,Balfour,Maroth,,2:26,N,14087,0.89,-1,,2004
85,"Friday, Jul 9",DET,A,MIN,W,5,3,,40-45,4,7.0,Knotts,Silva,Urbina,2:39,N,22678,0.72,1,,2004
86,"Saturday, Jul 10",DET,A,MIN,W,4,2,,41-45,3,6.0,Robertson,Radke,Urbina,2:51,N,26646,0.83,2,,2004
87,"Sunday, Jul 11",DET,A,MIN,W,2,0,,42-45,3,5.5,Johnson,Santana,,2:08,D,21618,0.96,3,,2004
88,"Thursday, Jul 15",DET,H,NYY,L,1,5,,42-46,3,5.5,Contreras,Bonderman,,2:29,N,38902,0.76,-1,,2004
89,"Friday, Jul 16",DET,H,NYY,W,8,0,,43-46,3,4.5,Maroth,Vazquez,,2:19,N,40918,0.74,1,,2004
90,"Saturday, Jul 17",DET,H,NYY,L,3,5,,43-47,4,5.5,Hernandez,Knotts,Rivera,3:01,N,41857,0.87,-1,,2004
91,"Sunday, Jul 18",DET,H,NYY,W,4,2,,44-47,3,4.5,Robertson,Lieber,Urbina,2:15,D,40132,0.69,1,,2004
92,"Monday, Jul 19",DET,H,MIN,L,1,3,,44-48,4,5.5,Mulholland,Johnson,Nathan,2:29,N,21369,1.11,-1,,2004
93,"Tuesday, Jul 20",DET,H,MIN,L,4,5,10,44-49,4,6.0,Balfour,Urbina,Nathan,3:19,N,23227,0.88,-2,,2004
94,"Wednesday, Jul 21",DET,H,KCR,W,4,2,,45-49,4,6.0,Maroth,May,Walker,2:15,N,17607,0.54,1,,2004
95,"Thursday, Jul 22",DET,H,KCR,L,7,13,,45-50,4,7.0,Gobble,Knotts,,3:13,D,24746,0.59,-1,,2004
96,"Friday, Jul 23",DET,A,CHW,L,4,6,,45-51,4,8.0,Loaiza,Robertson,Takatsu,2:16,N,32930,0.63,-2,,2004
97,"Saturday, Jul 24",DET,A,CHW,L-wo,6,7,,45-52,4,8.5,Marte,Urbina,,2:47,N,38055,0.5,-3,,2004
98,"Sunday, Jul 25",DET,A,CHW,W,9,2,,46-52,4,8.0,Ledezma,Garland,,3:08,D,26716,0.39,1,,2004
99,"Monday, Jul 26",DET,A,CLE,W,13,4,,47-52,4,8.0,Maroth,Lee,,3:00,N,18359,0.4,2,,2004
100,"Tuesday, Jul 27",DET,A,CLE,L,6,10,,47-53,4,9.0,Sabathia,Knotts,,3:04,N,19090,0.45,-1,,2004
101,"Wednesday, Jul 28",DET,A,CLE,L,4,5,,47-54,4,10.0,Elarton,Walker,Wickman,2:32,N,23213,0.36,-2,,2004
102,"Thursday, Jul 29",DET,H,CHW,W,3,2,,48-54,4,9.5,Johnson,Schoeneweis,Urbina,2:40,N,26110,0.28,1,,2004
103,"Friday, Jul 30",DET,H,CHW,W,5,4,,49-54,4,8.5,Yan,Marte,Urbina,2:26,N,34732,0.36,2,,2004
104,"Saturday, Jul 31",DET,H,CHW,W-wo,3,2,10,50-54,4,8.5,Urbina,Politte,,2:28,N,40471,0.41,3,,2004
105,"Sunday, Aug 1",DET,H,CHW,L,4,6,,50-55,4,9.5,Garcia,Bonderman,Takatsu,2:33,D,34279,0.48,-1,,2004
106,"Tuesday, Aug 3",DET,H,TEX,L,4,5,,50-56,4,10.5,Francisco,Robertson,Cordero,2:50,N,19894,0.32,-2,,2004
107,"Wednesday, Aug 4",DET,H,TEX,L,0,8,,50-57,4,11.5,Bacsik,Johnson,,2:27,N,18857,0.23,-3,,2004
108,"Thursday, Aug 5",DET,H,TEX,L,1,2,,50-58,4,11.5,Drese,Yan,Cordero,2:17,D,25710,0.17,-4,,2004
109,"Friday, Aug 6",DET,H,BOS,W,4,3,,51-58,4,10.5,Novoa,Lowe,Urbina,2:34,N,40674,0.13,1,,2004
110,"Saturday, Aug 7",DET,H,BOS,L,4,7,,51-59,4,11.5,Martinez,Bonderman,,2:41,N,42607,0.18,-1,,2004
111,"Sunday, Aug 8",DET,H,BOS,L,9,11,,51-60,4,11.5,Wakefield,Robertson,Foulke,2:50,D,40098,0.12,-2,,2004
112,"Tuesday, Aug 10",DET,A,OAK,L,4,5,,51-61,4,11.0,Zito,Johnson,Dotel,2:43,N,20315,0.11,-3,,2004
113,"Wednesday, Aug 11",DET,A,OAK,W,11,3,,52-61,4,10.0,Ledezma,Redman,,2:54,D,25781,0.07,1,,2004
114,"Thursday, Aug 12",DET,A,OAK,W,5,3,,53-61,4,10.0,Maroth,Duchscherer,Urbina,2:39,D,17963,0.11,2,,2004
115,"Friday, Aug 13",DET,A,ANA,W,5,3,,54-61,4,9.0,Yan,Percival,Urbina,3:06,N,43580,0.11,3,,2004
116,"Saturday, Aug 14",DET,A,ANA,L,8,11,,54-62,4,9.0,Gregg,Novoa,Rodriguez,3:02,N,43545,0.15,-1,,2004
117,"Sunday, Aug 15",DET,A,ANA,L,2,3,,54-63,4,10.0,Shields,Johnson,Percival,2:34,D,42850,0.11,-2,,2004
118,"Tuesday, Aug 17",DET,A,CHW,W,11,8,,55-63,4,10.0,Maroth,Garcia,Urbina,3:00,N,19856,0.09,1,,2004
119,"Wednesday, Aug 18",DET,A,CHW,L,2,9,,55-64,4,11.0,Contreras,Bonderman,,2:39,N,21381,0.11,-1,,2004
120,"Thursday, Aug 19",DET,A,CHW,W,8,4,,56-64,4,10.0,Ledezma,Garland,Knotts,2:34,N,24554,0.08,1,,2004
121,"Friday, Aug 20",DET,H,SEA,W,8,3,,57-64,4,10.0,Robertson,Villone,,2:28,N,32791,0.09,2,,2004
122,"Saturday, Aug 21",DET,H,SEA,W-wo,11,10,11,58-64,4,10.0,Walker,Atchison,,4:03,N,36817,0.13,3,,2004
123,"Sunday, Aug 22",DET,H,SEA,L,3,5,,58-65,4,11.0,Meche,Maroth,Putz,2:50,D,33652,0.14,-1,,2004
124,"Monday, Aug 23",DET,H,CHW,W,7,0,,59-65,4,11.0,Bonderman,Contreras,,2:26,N,25220,0.1,1,,2004
125,"Tuesday, Aug 24",DET,H,CHW,L,5,9,,59-66,4,11.0,Garland,Ledezma,,2:36,N,24584,0.1,-1,,2004
126,"Wednesday, Aug 25",DET,H,CHW,W,5,4,,60-66,4,11.0,Robertson,Buehrle,,2:29,N,23254,0.08,1,,2004
127,"Thursday, Aug 26",DET,A,BOS,L,1,4,,60-67,4,11.0,Arroyo,Johnson,Foulke,2:50,N,35153,0.08,-1,,2004
128,"Friday, Aug 27",DET,A,BOS,L,3,5,,60-68,4,11.0,Lowe,Maroth,Leskanic,2:47,N,35018,0.07,-2,,2004
129,"Saturday, Aug 28",DET,A,BOS,L,1,5,,60-69,4,12.0,Martinez,Bonderman,,2:38,N,35032,0.06,-3,,2004
130,"Sunday, Aug 29",DET,A,BOS,L,1,6,,60-70,4,12.0,Wakefield,Ledezma,,2:26,D,34268,0.03,-4,,2004
131,"Monday, Aug 30",DET,A,KCR,W,9,1,,61-70,4,11.5,Robertson,Wood,,2:24,N,19429,0.02,1,,2004
132,"Tuesday, Aug 31",DET,A,KCR,L-wo,8,9,,61-71,4,12.5,Affeldt,Urbina,,3:11,N,19471,0.03,-1,,2004
133,"Wednesday, Sep 1",DET,A,KCR,L,0,1,,61-72,4,13.5,Greinke,Maroth,Affeldt,2:12,N,19039,0.02,-2,,2004
134,"Friday, Sep 3",DET,A,TBD,W,4,2,,62-72,4,14.0,Bonderman,Kazmir,Yan,2:34,N,11631,0.01,1,,2004
135,"Monday, Sep 6",DET,H,KCR,W,7,3,,63-72,4,13.0,Ledezma,Bautista,Knotts,2:39,D,21516,0,2,,2004
136,"Tuesday, Sep 7",DET,H,KCR,L,2,6,,63-73,4,14.0,Serrano,Robertson,,2:42,N,17462,0.01,-1,,2004
137,"Thursday, Sep 9 (1)",DET,H,KCR,L,5,26,,63-74,4,14.5,Greinke,Johnson,,3:11,D,NA,0,-2,2004-09-08 (Rain),2004
138,"Thursday, Sep 9 (2)",DET,H,KCR,W,8,0,,64-74,4,14.5,Bonderman,May,,2:18,D,20442,0,1,,2004
139,"Friday, Sep 10",DET,H,MIN,L,1,4,,64-75,4,15.5,Silva,Maroth,Nathan,2:41,N,27391,0,-1,,2004
140,"Saturday, Sep 11",DET,H,MIN,L,2,3,,64-76,4,16.5,Crain,Levine,Nathan,2:57,N,28931,0,-2,,2004
141,"Sunday, Sep 12",DET,H,MIN,L,5,8,,64-77,4,17.5,Mulholland,Robertson,Nathan,2:42,D,23208,0,-3,,2004
142,"Monday, Sep 13",DET,H,MIN,L,3,5,,64-78,4,18.5,Radke,Johnson,Nathan,2:31,N,9962,0,-4,,2004
143,"Tuesday, Sep 14",DET,A,CLE,W,11,3,,65-78,4,18.5,Bonderman,Denney,,2:54,N,16489,0,1,,2004
144,"Wednesday, Sep 15",DET,A,CLE,L,3,5,,65-79,4,19.5,Howry,Yan,Wickman,2:58,N,15411,0,-1,,2004
145,"Thursday, Sep 16",DET,A,CLE,W,6,4,,66-79,4,19.5,Walker,Sabathia,Yan,3:02,N,15943,0,1,,2004
146,"Friday, Sep 17",DET,A,CHW,W,11,10,10,67-79,4,18.5,Yan,Takatsu,Ennis,3:21,N,23132,0,2,,2004
147,"Saturday, Sep 18",DET,A,CHW,L-wo,8,9,12,67-80,4,18.5,Marte,Levine,,4:05,N,23533,0,-1,,2004
148,"Sunday, Sep 19",DET,A,CHW,L,1,6,,67-81,4,19.5,Garcia,Bonderman,,2:44,D,19269,0,-2,,2004
149,"Monday, Sep 20",DET,H,CLE,W,3,1,,68-81,4,19.5,Maroth,Elarton,Yan,3:01,N,13820,0,1,,2004
150,"Tuesday, Sep 21",DET,H,CLE,L,7,8,,68-82,4,19.5,Howry,Yan,Wickman,3:18,N,11351,0,-1,,2004
151,"Wednesday, Sep 22",DET,H,CLE,L,6,7,,68-83,4,19.5,Westbrook,Ledezma,,3:00,N,16360,0,-2,,2004
152,"Friday, Sep 24",DET,A,BAL,L-wo,5,7,,68-84,4,20.0,Parrish,Yan,,2:59,N,25846,0,-3,,2004
153,"Saturday, Sep 25",DET,A,BAL,L,0,3,,68-85,4,20.0,Riley,Bonderman,Ryan,2:18,D,29598,0,-4,,2004
154,"Sunday, Sep 26",DET,A,BAL,L,0,5,,68-86,4,21.0,Lopez,Maroth,,2:11,D,41178,0,-5,,2004
155,"Monday, Sep 27",DET,H,CHW,W,4,2,,69-86,4,20.5,Knotts,Grilli,Yan,2:04,N,12495,0,1,,2004
156,"Tuesday, Sep 28",DET,H,CHW,W,6,4,,70-86,4,20.0,German,Cotts,Yan,2:44,N,13860,0,2,,2004
157,"Wednesday, Sep 29",DET,H,CHW,L,2,11,,70-87,4,19.5,Garcia,Johnson,,2:21,D,8944,0,-1,,2004
158,"Thursday, Sep 30 (1)",DET,A,TBD,W,8,0,,71-87,4,19.0,Bonderman,Brazelton,,2:28,D,NA,0,1,2004-09-04 (Hurricane Frances),2004
159,"Thursday, Sep 30 (2)",DET,A,TBD,L,4,6,,71-88,4,19.0,Harper,Dingman,Báez,2:39,D,10309,0,-1,2004-09-05 (Hurricane Frances),2004
160,"Friday, Oct 1",DET,H,TBD,L,1,4,,71-89,4,20.0,Bell,Maroth,,2:17,N,20612,0,-2,,2004
161,"Saturday, Oct 2",DET,H,TBD,W,5,1,,72-89,4,20.0,Knotts,Kazmir,,2:19,N,20029,0,1,,2004
162,"Sunday, Oct 3",DET,H,TBD,L,4,7,,72-90,4,20.0,Halama,Robertson,,2:36,D,22471,0,-1,,2004
1,"Monday, Apr 3",NYY,A,ANA,W,3,2,,1-0,1,Tied,Hernandez,Hill,Rivera,3:02,N,42704,0.99,1,,2000
2,"Tuesday, Apr 4",NYY,A,ANA,W,5,3,,2-0,1,Tied,Mendoza,Percival,Rivera,3:20,N,25818,1.01,2,,2000
3,"Wednesday, Apr 5",NYY,A,ANA,L,6,12,,2-1,1,Tied,Schoeneweis,Cone,,3:01,N,24560,1.08,-1,,2000
4,"Friday, Apr 7",NYY,A,SEA,L,5,7,,2-2,2,1.0,Halama,Pettitte,Sasaki,3:09,N,40827,1.07,-2,,2000
5,"Saturday, Apr 8",NYY,A,SEA,W,3,2,,3-2,2,1.0,Nelson,Mesa,Rivera,3:35,D,45261,1.04,1,,2000
6,"Sunday, Apr 9",NYY,A,SEA,L,3,9,,3-3,2,2.0,Moyer,Clemens,,2:40,D,45488,1.09,-1,,2000
7,"Wednesday, Apr 12",NYY,H,TEX,W,8,6,,4-3,2,0.5,Nelson,Munoz,Rivera,3:33,D,48487,1.07,1,,2000
8,"Thursday, Apr 13",NYY,H,TEX,W,5,1,,5-3,1,up 0.5,Hernandez,Rogers,,2:59,N,23805,1.06,2,,2000
9,"Friday, Apr 14",NYY,H,KCR,W,7,5,,6-3,1,up 1.5,Clemens,Witasick,Rivera,3:48,N,33094,1.15,3,,2000
10,"Saturday, Apr 15",NYY,H,KCR,W,7,1,,7-3,1,up 1.5,Mendoza,Rosado,,2:33,D,34056,1.19,4,,2000
11,"Sunday, Apr 16",NYY,H,KCR,W,8,4,,8-3,1,up 1.5,Nelson,Fussell,,3:02,D,36724,1.19,5,,2000
12,"Monday, Apr 17",NYY,A,TEX,W,5,4,11,9-3,1,up 2.0,Rivera,Crabtree,Erdos,3:52,N,38166,1.21,6,,2000
13,"Tuesday, Apr 18",NYY,A,TEX,W,6,3,,10-3,1,up 2.5,Hernandez,Rogers,,2:50,N,43644,1.22,7,,2000
14,"Wednesday, Apr 19",NYY,A,TEX,W,5,4,10,11-3,1,up 2.5,Rivera,Zimmerman,,3:22,D,39294,1.24,8,,2000
15,"Friday, Apr 21",NYY,A,TOR,L,3,8,,11-4,1,up 1.0,Carpenter,Mendoza,,2:20,D,25921,1.34,-1,,2000
16,"Saturday, Apr 22",NYY,A,TOR,L,2,8,,11-5,1,Tied,Escobar,Cone,,2:24,D,30167,1.38,-2,,2000
17,"Sunday, Apr 23",NYY,A,TOR,W,10,7,,12-5,1,up 1.0,Hernandez,Andrews,Rivera,3:09,D,20485,1.38,1,,2000
18,"Monday, Apr 24",NYY,H,MIN,L,3,7,,12-6,1,up 1.0,Milton,Clemens,,3:10,D,35693,1.26,-1,,2000
19,"Tuesday, Apr 25",NYY,H,MIN,L,1,6,,12-7,1,Tied,Bergman,Mendoza,,3:00,N,27372,1.27,-2,,2000
20,"Wednesday, Apr 26",NYY,H,MIN,W,2,0,,13-7,1,up 1.0,Nelson,Mays,Rivera,2:34,D,27919,1.23,1,,2000
21,"Friday, Apr 28",NYY,H,TOR,W,6,0,,14-7,1,up 1.5,Cone,Escobar,,2:47,N,35987,1.39,2,,2000
22,"Saturday, Apr 29",NYY,H,TOR,L,2,6,,14-8,1,up 0.5,Wells,Hernandez,Koch,3:23,D,38783,1.38,-1,,2000
23,"Sunday, Apr 30",NYY,H,TOR,W,7,1,,15-8,1,up 1.5,Clemens,Halladay,,2:57,D,43721,1.38,1,,2000
24,"Monday, May 1",NYY,A,CLE,W,2,1,,16-8,1,up 2.0,Mendoza,Wright,Rivera,3:15,N,42711,1.3,2,,2000
25,"Tuesday, May 2",NYY,A,CLE,W,4,2,,17-8,1,up 2.0,Pettitte,Witt,Rivera,3:14,N,42801,1.37,3,,2000
26,"Wednesday, May 3",NYY,A,CLE,W,6,5,,18-8,1,up 3.0,Grimsley,Karsay,Rivera,3:10,N,42837,1.37,4,,2000
27,"Friday, May 5",NYY,H,BAL,W-wo,12,10,,19-8,1,up 3.0,Nelson,Ryan,,3:26,N,42244,1.46,5,,2000
28,"Saturday, May 6",NYY,H,BAL,W,3,1,,20-8,1,up 4.0,Clemens,Rapp,Rivera,2:41,D,54350,1.44,6,,2000
29,"Sunday, May 7",NYY,H,BAL,L,6,7,,20-9,1,up 3.0,Groom,Rivera,Timlin,3:18,D,52559,1.41,-1,,2000
30,"Monday, May 8",NYY,H,TBD,W,6,3,,21-9,1,up 3.0,Pettitte,Gooden,Rivera,2:51,N,25361,1.33,1,,2000
31,"Tuesday, May 9",NYY,H,TBD,W-wo,4,3,10,22-9,1,up 4.0,Nelson,White,,2:47,N,23097,1.29,2,,2000
32,"Thursday, May 11",NYY,H,TBD,L,0,1,,22-10,1,up 2.5,Trachsel,Hernandez,Lopez,2:44,N,14292,1.31,-1,2000-05-10 (Rain),2000
33,"Friday, May 12",NYY,A,DET,L,7,9,,22-11,1,up 1.5,Nitkowski,Clemens,Jones,3:26,N,33326,1.26,-2,,2000
34,"Saturday, May 13",NYY,A,DET,L,3,6,,22-12,1,up 0.5,Weaver,Pettitte,Jones,2:42,D,36520,1.29,-3,,2000
35,"Sunday, May 14",NYY,A,DET,L,1,2,,22-13,2,0.5,Mlicki,Cone,Jones,2:34,D,31313,1.27,-4,,2000
36,"Tuesday, May 16",NYY,H,CHW,L,0,4,,22-14,2,1.0,Eldred,Hernandez,,3:10,N,31143,1.38,-5,,2000
37,"Wednesday, May 17",NYY,H,CHW,W,9,4,,23-14,2,1.0,Clemens,Parque,,3:09,N,26887,1.4,1,,2000
38,"Friday, May 19",NYY,A,CLE,W,11,7,,24-14,2,1.0,Mendoza,Kamieniecki,,3:45,N,42642,1.37,2,,2000
39,"Saturday, May 20",NYY,A,CLE,L-wo,2,3,,24-15,2,1.0,Shuey,Nelson,,3:38,D,42583,1.37,-1,,2000
40,"Sunday, May 21",NYY,A,CLE,L,1,6,,24-16,2,1.0,Rigdon,Hernandez,,2:51,D,42587,1.41,-2,,2000
41,"Tuesday, May 23",NYY,A,CHW,L,2,8,,24-17,2,1.0,Wells,Clemens,,2:53,N,21863,1.41,-3,,2000
42,"Wednesday, May 24",NYY,A,CHW,W,12,4,,25-17,2,1.0,Pettitte,Sirotka,,3:17,N,23144,1.4,1,,2000
43,"Thursday, May 25",NYY,A,CHW,W,7,0,,26-17,1,Tied,Mendoza,Baldwin,,2:21,N,23636,1.44,2,,2000
44,"Friday, May 26",NYY,H,BOS,L,1,4,,26-18,2,1.0,Martinez,Cone,Lowe,2:44,N,54470,1.65,-1,,2000
45,"Saturday, May 27",NYY,H,BOS,W,8,3,,27-18,1,Tied,Stanton,Wasdin,,3:04,D,55671,1.65,1,,2000
46,"Sunday, May 28",NYY,H,BOS,L,0,2,,27-19,2,1.0,Martinez,Clemens,,2:59,N,55339,1.69,-1,,2000
47,"Monday, May 29",NYY,H,OAK,W,4,1,,28-19,2,0.5,Pettitte,Olivares,,2:30,D,41284,1.4,1,,2000
48,"Tuesday, May 30",NYY,H,OAK,L,4,7,,28-20,2,1.5,Appier,Mendoza,Isringhausen,3:34,N,26360,1.43,-1,,2000
49,"Wednesday, May 31",NYY,H,OAK,L,7,8,,28-21,2,1.5,Heredia,Cone,Isringhausen,3:48,N,30178,1.39,-2,,2000
50,"Friday, Jun 2",NYY,A,ATL,W,5,2,,29-21,1,Tied,Hernandez,Millwood,Rivera,3:08,N,48524,1.41,1,,2000
51,"Saturday, Jun 3",NYY,A,ATL,L,7,11,,29-22,1,Tied,Remlinger,Grimsley,,3:57,D,48423,1.38,-1,,2000
52,"Sunday, Jun 4",NYY,A,ATL,W,7,6,,30-22,1,up 1.0,Pettitte,Mulholland,Rivera,3:07,D,47756,1.39,1,,2000
53,"Monday, Jun 5",NYY,A,MON,L,4,6,,30-23,1,Tied,Johnson,Cone,Kline,2:52,N,18095,1.4,-1,,2000
54,"Tuesday, Jun 6",NYY,A,MON,W,8,1,,31-23,1,Tied,Grimsley,Vazquez,,3:33,N,24453,1.35,1,,2000
55,"Wednesday, Jun 7",NYY,A,MON,W,7,2,,32-23,1,up 1.0,Hernandez,Pavano,,2:56,N,25381,1.39,2,,2000
56,"Friday, Jun 9",NYY,H,NYM,L,2,12,,32-24,1,up 0.5,Leiter,Clemens,,3:30,N,55822,1.43,-1,,2000
57,"Saturday, Jun 10",NYY,H,NYM,W,13,5,,33-24,1,up 1.5,Pettitte,Jones,,3:13,D,55839,1.39,1,,2000
58,"Tuesday, Jun 13",NYY,H,BOS,L,3,5,,33-25,1,Tied,Pichardo,Hernandez,Lowe,3:38,N,52142,1.84,-1,,2000
59,"Wednesday, Jun 14",NYY,H,BOS,W,2,1,,34-25,1,up 1.0,Grimsley,Wakefield,Rivera,2:58,D,54834,1.88,1,,2000
60,"Thursday, Jun 15",NYY,H,CHW,L,3,12,,34-26,1,up 0.5,Sirotka,Pettitte,,3:38,N,30803,1.47,-1,,2000
61,"Friday, Jun 16",NYY,H,CHW,L,1,3,,34-27,2,0.5,Baldwin,Stanton,Howry,2:54,N,41910,1.49,-2,,2000
62,"Saturday, Jun 17",NYY,H,CHW,L,9,10,,34-28,2,0.5,Eldred,Westbrook,Foulke,3:43,D,54053,1.51,-3,,2000
63,"Sunday, Jun 18",NYY,H,CHW,L,4,17,,34-29,2,0.5,Parque,Hernandez,,3:26,D,52856,1.43,-4,,2000
64,"Monday, Jun 19",NYY,A,BOS,W,22,1,,35-29,1,up 0.5,Mendoza,Rose,,3:02,N,33370,1.75,1,,2000
65,"Tuesday, Jun 20",NYY,A,BOS,W,3,0,,36-29,1,up 1.5,Pettitte,Martinez,Rivera,2:40,N,33909,1.86,2,,2000
66,"Wednesday, Jun 21",NYY,A,BOS,L,7,9,,36-30,1,up 0.5,Garces,Grimsley,,3:25,N,32958,1.89,-1,,2000
67,"Thursday, Jun 22",NYY,A,BOS,L,2,4,,36-31,2,0.5,Martinez,Westbrook,Lowe,3:02,N,33744,1.85,-2,,2000
68,"Friday, Jun 23",NYY,A,CHW,L-wo,3,4,,36-32,3,1.0,Lowe,Rivera,,3:10,N,38773,1.43,-3,,2000
69,"Saturday, Jun 24",NYY,A,CHW,W,12,8,,37-32,2,1.0,Mendoza,Wells,Rivera,3:56,N,32623,1.36,1,,2000
70,"Sunday, Jun 25",NYY,A,CHW,L,7,8,,37-33,2,2.0,Sirotka,Pettitte,Howry,3:15,D,40817,1.42,-1,,2000
71,"Tuesday, Jun 27",NYY,A,DET,L-wo,6,7,11,37-34,2,2.0,Cruz,Rivera,,4:16,N,37512,1.34,-2,,2000
72,"Wednesday, Jun 28",NYY,A,DET,L,6,13,,37-35,2,3.0,Blair,Ford,Sparks,2:45,N,39212,1.34,-3,,2000
73,"Thursday, Jun 29",NYY,A,DET,W,8,0,,38-35,2,3.0,Pettitte,Mlicki,,2:39,N,39586,1.26,1,,2000
74,"Friday, Jun 30",NYY,A,TBD,L,4,6,,38-36,2,3.0,Mecir,Nelson,Hernandez,3:22,N,30323,1.37,-1,,2000
75,"Saturday, Jul 1",NYY,A,TBD,W,6,1,,39-36,2,2.0,Hernandez,Lopez,,3:25,D,37990,1.3,1,,2000
76,"Sunday, Jul 2",NYY,A,TBD,W,5,2,,40-36,2,1.0,Clemens,Trachsel,Rivera,2:59,D,31118,1.49,2,,2000
77,"Tuesday, Jul 4",NYY,H,BAL,L,6,7,,40-37,2,1.5,Erickson,Cone,Trombley,2:58,D,44447,1.52,-1,,2000
78,"Wednesday, Jul 5",NYY,H,BAL,W,12,6,,41-37,2,0.5,Pettitte,Rapp,,3:27,N,40031,1.54,1,,2000
79,"Thursday, Jul 6",NYY,H,BAL,W,13,9,,42-37,2,0.5,Stanton,Johnson,,3:53,D,44104,1.55,2,,2000
80,"Friday, Jul 7",NYY,A,NYM,W,2,1,,43-37,1,up 0.5,Hernandez,Leiter,Rivera,2:54,N,54132,1.49,3,,2000
81,"Saturday, Jul 8 (1)",NYY,A,NYM,W,4,2,,44-37,1,up 1.0,Gooden,Jones,Rivera,3:16,D,54165,1.61,4,2000-06-11 (Rain),2000
82,"Saturday, Jul 8 (2)",NYY,H,NYM,W,4,2,,45-37,1,up 1.0,Clemens,Rusch,Rivera,2:36,N,55821,1.6,5,,2000
83,"Sunday, Jul 9",NYY,A,NYM,L,0,2,,45-38,1,Tied,Hampton,Pettitte,Benitez,3:11,D,54286,1.59,-1,,2000
84,"Thursday, Jul 13",NYY,H,FLA,L,9,11,,45-39,1,Tied,Penny,Hernandez,Alfonseca,3:48,N,33323,1.59,-2,,2000
85,"Friday, Jul 14",NYY,H,FLA,W,6,2,,46-39,1,Tied,Clemens,Dempster,,2:55,N,35332,1.55,1,,2000
86,"Sunday, Jul 16",NYY,H,PHI,W-wo,9,8,10,47-39,1,up 0.5,Rivera,Brantley,,3:53,D,53131,1.59,2,,2000
87,"Monday, Jul 17",NYY,H,PHI,L,8,10,,47-40,1,up 0.5,Coggin,Cone,Brock,3:21,N,38987,1.61,-1,,2000
88,"Tuesday, Jul 18",NYY,H,PHI,W,3,1,,48-40,1,up 1.0,Neagle,Schilling,Rivera,2:29,N,40013,1.62,1,,2000
89,"Wednesday, Jul 19",NYY,H,DET,W,9,1,,49-40,1,up 1.5,Clemens,Nomo,,2:53,N,32420,1.64,2,,2000
90,"Thursday, Jul 20",NYY,H,DET,L,3,5,,49-41,1,up 0.5,Blair,Pettitte,Jones,3:11,D,45535,1.63,-1,,2000
